#""Wavelength (nm)""",Global tilt  W*m-2*nm-1,Direct+circumsolar W*m-2*nm-1,Photon Flux (Global Tilt)
686,1.3438E+00,1.2174E+00,5.1005E+02
687,9.6824E-01,8.8285E-01,3.6858E+02
688,1.1206E+00,1.0195E+00,4.2782E+02
689,1.1278E+00,1.0260E+00,4.3182E+02
690,1.1821E+00,1.0746E+00,4.5393E+02
691,1.2333E+00,1.1201E+00,4.7496E+02
692,1.2689E+00,1.1516E+00,4.9009E+02
693,1.2609E+00,1.1446E+00,4.8841E+02
694,1.2464E+00,1.1318E+00,4.8418E+02
695,1.2714E+00,1.1538E+00,4.9532E+02
696,1.2684E+00,1.1513E+00,4.9557E+02
697,1.3403E+00,1.2151E+00,5.2517E+02
698,1.3192E+00,1.1961E+00,5.1839E+02
699,1.2918E+00,1.1721E+00,5.0908E+02
700,1.2823E+00,1.1636E+00,5.0678E+02
701,1.2659E+00,1.1489E+00,5.0173E+02
702,1.2674E+00,1.1500E+00,5.0376E+02
703,1.2747E+00,1.1567E+00,5.0810E+02
704,1.3078E+00,1.1864E+00,5.2278E+02
705,1.3214E+00,1.1989E+00,5.2972E+02
706,1.3144E+00,1.1925E+00,5.2841E+02
707,1.3090E+00,1.1875E+00,5.2773E+02
708,1.3048E+00,1.1839E+00,5.2753E+02
709,1.3095E+00,1.1880E+00,5.3092E+02
710,1.3175E+00,1.1954E+00,5.3567E+02
711,1.3155E+00,1.1934E+00,5.3637E+02
712,1.3071E+00,1.1856E+00,5.3444E+02
713,1.2918E+00,1.1719E+00,5.2967E+02
714,1.3029E+00,1.1823E+00,5.3572E+02
715,1.2587E+00,1.1428E+00,5.1900E+02
716,1.2716E+00,1.1548E+00,5.2579E+02
717,1.1071E+00,1.0081E+00,4.5905E+02
718,1.0296E+00,9.3873E-01,4.2811E+02
719,9.2318E-01,8.4274E-01,3.8493E+02
720,9.8550E-01,8.9940E-01,4.1206E+02
721,1.0861E+00,9.8967E-01,4.5538E+02
722,1.2407E+00,1.1281E+00,5.2164E+02
723,1.1444E+00,1.0423E+00,4.8249E+02
724,1.0555E+00,9.6305E-01,4.4624E+02
725,1.0380E+00,9.4741E-01,4.4006E+02
726,1.0813E+00,9.8638E-01,4.5968E+02
727,1.0850E+00,9.8988E-01,4.6252E+02
728,1.0400E+00,9.4968E-01,4.4456E+02
729,1.0466E+00,9.5503E-01,4.4861E+02
730,1.1285E+00,1.0294E+00,4.8504E+02
731,1.0703E+00,9.7702E-01,4.6129E+02
732,1.1534E+00,1.0520E+00,4.9847E+02
733,1.1962E+00,1.0901E+00,5.1838E+02
734,1.2357E+00,1.1261E+00,5.3696E+02
735,1.2178E+00,1.1101E+00,5.3062E+02
736,1.2059E+00,1.0994E+00,5.2687E+02
737,1.2039E+00,1.0978E+00,5.2742E+02
738,1.2269E+00,1.1184E+00,5.3896E+02
739,1.1905E+00,1.0855E+00,5.2439E+02
740,1.2195E+00,1.1119E+00,5.3862E+02
741,1.2148E+00,1.1078E+00,5.3799E+02
742,1.2153E+00,1.1084E+00,5.3967E+02
743,1.2405E+00,1.1316E+00,5.5234E+02
744,1.2503E+00,1.1408E+00,5.5821E+02
745,1.2497E+00,1.1404E+00,5.5944E+02
746,1.2470E+00,1.1381E+00,5.5973E+02
747,1.2477E+00,1.1389E+00,5.6155E+02
748,1.2401E+00,1.1323E+00,5.5962E+02
749,1.2357E+00,1.1286E+00,5.5913E+02
750,1.2341E+00,1.1273E+00,5.5989E+02
751,1.2286E+00,1.1224E+00,5.5889E+02
752,1.2330E+00,1.1265E+00,5.6238E+02
753,1.2266E+00,1.1210E+00,5.6095E+02
754,1.2420E+00,1.1353E+00,5.6951E+02
755,1.2383E+00,1.1321E+00,5.6932E+02
756,1.2232E+00,1.1185E+00,5.6386E+02
757,1.2221E+00,1.1176E+00,5.6485E+02
758,1.2295E+00,1.1246E+00,5.6977E+02
759,1.1945E+00,1.0932E+00,5.5501E+02
760,2.6604E-01,2.4716E-01,1.2394E+02
761,1.5396E-01,1.4328E-01,7.1914E+01
762,6.8766E-01,6.3491E-01,3.2205E+02
763,3.7952E-01,3.5217E-01,1.7820E+02
764,5.3878E-01,4.9885E-01,2.5365E+02
765,6.8601E-01,6.3377E-01,3.2381E+02
766,8.1461E-01,7.5080E-01,3.8551E+02
767,9.7417E-01,8.9574E-01,4.6223E+02
768,1.1138E+00,1.0222E+00,5.2986E+02
769,1.1278E+00,1.0347E+00,5.3792E+02
770,1.1608E+00,1.0646E+00,5.5510E+02
771,1.1686E+00,1.0716E+00,5.6028E+02
772,1.1778E+00,1.0802E+00,5.6616E+02
773,1.1771E+00,1.0797E+00,5.6729E+02
774,1.1771E+00,1.0800E+00,5.6876E+02
775,1.1771E+00,1.0801E+00,5.7023E+02
776,1.1798E+00,1.0827E+00,5.7301E+02
777,1.1727E+00,1.0764E+00,5.7103E+02
778,1.1713E+00,1.0754E+00,5.7182E+02
779,1.1765E+00,1.0803E+00,5.7584E+02
780,1.1636E+00,1.0687E+00,5.7099E+02
781,1.1607E+00,1.0662E+00,5.7103E+02
782,1.1662E+00,1.0714E+00,5.7520E+02
783,1.1614E+00,1.0672E+00,5.7430E+02
784,1.1536E+00,1.0602E+00,5.7190E+02
785,1.1586E+00,1.0649E+00,5.7585E+02
786,1.1592E+00,1.0656E+00,5.7761E+02
787,1.1450E+00,1.0530E+00,5.7199E+02
788,1.1305E+00,1.0399E+00,5.6618E+02
789,1.1257E+00,1.0359E+00,5.6521E+02
790,1.0910E+00,1.0045E+00,5.4918E+02
791,1.1058E+00,1.0179E+00,5.5804E+02
792,1.0953E+00,1.0084E+00,5.5414E+02
793,1.0875E+00,1.0015E+00,5.5158E+02
794,1.0972E+00,1.0101E+00,5.5791E+02
795,1.0932E+00,1.0066E+00,5.5727E+02
796,1.0742E+00,9.8985E-01,5.4897E+02
797,1.0913E+00,1.0057E+00,5.5911E+02
798,1.1121E+00,1.0245E+00,5.7119E+02
799,1.0905E+00,1.0048E+00,5.6150E+02
800,1.0725E+00,9.8859E-01,5.5362E+02
801,1.0843E+00,9.9978E-01,5.6111E+02
802,1.0856E+00,1.0011E+00,5.6319E+02
803,1.0657E+00,9.8288E-01,5.5424E+02
804,1.0782E+00,9.9452E-01,5.6214E+02
805,1.0545E+00,9.7270E-01,5.5115E+02
806,1.0974E+00,1.0122E+00,5.7500E+02
807,1.0859E+00,1.0018E+00,5.7039E+02
808,1.0821E+00,9.9844E-01,5.6980E+02
809,1.0548E+00,9.7353E-01,5.5680E+02
810,1.0559E+00,9.7488E-01,5.5876E+02
811,1.0533E+00,9.7273E-01,5.5876E+02
812,1.0268E+00,9.4882E-01,5.4605E+02
813,1.0086E+00,9.3236E-01,5.3769E+02
814,9.0356E-01,8.3681E-01,4.8288E+02
815,8.9523E-01,8.2927E-01,4.7960E+02
816,8.3216E-01,7.7171E-01,4.4691E+02
817,8.5183E-01,7.8984E-01,4.5860E+02
818,8.2259E-01,7.6299E-01,4.4394E+02
819,9.0519E-01,8.3844E-01,4.8971E+02
820,8.6188E-01,7.9899E-01,4.6742E+02
821,9.9764E-01,9.2292E-01,5.4237E+02
822,9.5157E-01,8.8081E-01,5.1858E+02
823,6.7271E-01,6.2576E-01,3.6750E+02
824,9.3506E-01,8.6619E-01,5.1207E+02
825,9.6935E-01,8.9752E-01,5.3214E+02
826,9.3381E-01,8.6530E-01,5.1387E+02
827,9.8465E-01,9.1178E-01,5.4316E+02
828,8.4979E-01,7.8870E-01,4.6990E+02
829,9.2930E-01,8.6135E-01,5.1511E+02
830,9.1601E-01,8.4930E-01,5.0897E+02
831,9.2392E-01,8.5666E-01,5.1460E+02
832,8.9426E-01,8.2961E-01,4.9928E+02
833,9.5650E-01,8.8622E-01,5.3531E+02
834,9.3412E-01,8.6608E-01,5.2404E+02
835,1.0032E+00,9.2917E-01,5.6415E+02
836,9.7234E-01,9.0135E-01,5.4811E+02
837,1.0092E+00,9.3493E-01,5.7025E+02
838,9.9901E-01,9.2585E-01,5.6584E+02
839,1.0013E+00,9.2783E-01,5.6849E+02
840,1.0157E+00,9.4124E-01,5.7804E+02
841,1.0101E+00,9.3626E-01,5.7622E+02
842,9.9703E-01,9.2411E-01,5.7012E+02
843,1.0053E+00,9.3171E-01,5.7621E+02
844,9.8631E-01,9.1434E-01,5.6667E+02
845,1.0165E+00,9.4226E-01,5.8540E+02
846,1.0187E+00,9.4447E-01,5.8806E+02
847,9.9170E-01,9.1947E-01,5.7383E+02
848,9.9217E-01,9.2010E-01,5.7546E+02
849,9.8596E-01,9.1447E-01,5.7320E+02
850,8.9372E-01,8.2900E-01,5.2080E+02
851,9.7493E-01,9.0454E-01,5.6946E+02
852,9.6927E-01,8.9942E-01,5.6749E+02
853,9.6486E-01,8.9540E-01,5.6623E+02
854,8.5112E-01,7.9000E-01,5.0066E+02
855,9.1300E-01,8.4746E-01,5.3832E+02
856,9.7317E-01,9.0343E-01,5.7514E+02
857,9.9166E-01,9.2059E-01,5.8743E+02
858,9.9196E-01,9.2094E-01,5.8898E+02
859,9.9171E-01,9.2081E-01,5.9021E+02
860,9.8816E-01,9.1764E-01,5.8946E+02
861,9.8679E-01,9.1648E-01,5.9002E+02
862,9.9449E-01,9.2367E-01,5.9600E+02
863,1.0005E+00,9.2934E-01,6.0100E+02
864,9.7916E-01,9.0956E-01,5.8954E+02
865,9.6324E-01,8.9487E-01,5.8130E+02
866,8.4900E-01,7.8882E-01,5.1354E+02
867,9.1546E-01,8.5066E-01,5.5502E+02
868,9.5920E-01,8.9140E-01,5.8288E+02
869,9.4956E-01,8.8252E-01,5.7836E+02
870,9.6755E-01,8.9933E-01,5.9067E+02
871,9.5387E-01,8.8671E-01,5.8366E+02
872,9.6686E-01,8.9887E-01,5.9297E+02
873,9.5721E-01,8.8999E-01,5.8840E+02
874,9.4042E-01,8.7451E-01,5.7940E+02
875,9.2687E-01,8.6204E-01,5.7236E+02
876,9.5277E-01,8.8625E-01,5.8970E+02
877,9.5615E-01,8.8948E-01,5.9314E+02
878,9.5237E-01,8.8607E-01,5.9215E+02
879,9.3656E-01,8.7144E-01,5.8364E+02
880,9.3957E-01,8.7434E-01,5.8685E+02
881,9.0861E-01,8.4563E-01,5.6880E+02
882,9.3245E-01,8.6787E-01,5.8505E+02
883,9.2927E-01,8.6494E-01,5.8438E+02
884,9.3305E-01,8.6859E-01,5.8809E+02
885,9.4423E-01,8.7913E-01,5.9648E+02
886,9.0752E-01,8.4515E-01,5.7459E+02
887,9.1062E-01,8.4799E-01,5.7785E+02
888,9.2228E-01,8.5899E-01,5.8657E+02
889,9.3455E-01,8.7041E-01,5.9572E+02
890,9.2393E-01,8.6078E-01,5.9027E+02
891,9.2584E-01,8.6255E-01,5.9282E+02
892,9.0881E-01,8.4688E-01,5.8323E+02
893,8.7327E-01,8.1412E-01,5.6168E+02
894,8.5130E-01,7.9413E-01,5.4877E+02
895,8.1357E-01,7.5956E-01,5.2562E+02
896,7.6253E-01,7.1265E-01,4.9375E+02
897,6.6566E-01,6.2310E-01,4.3199E+02
898,7.1780E-01,6.7137E-01,4.6686E+02
899,5.4871E-01,5.1461E-01,3.5768E+02
900,7.4260E-01,6.9429E-01,4.8515E+02
901,5.9933E-01,5.6162E-01,3.9242E+02
902,6.6791E-01,6.2500E-01,4.3829E+02
903,6.8889E-01,6.4483E-01,4.5306E+02
904,8.4457E-01,7.8862E-01,5.5668E+02
905,8.1709E-01,7.6337E-01,5.3976E+02
906,7.7558E-01,7.2502E-01,5.1347E+02
907,6.3854E-01,5.9833E-01,4.2368E+02
908,6.5217E-01,6.1091E-01,4.3368E+02
909,7.0431E-01,6.5912E-01,4.6938E+02
910,6.2467E-01,5.8553E-01,4.1722E+02
911,6.6808E-01,6.2580E-01,4.4720E+02
912,6.8893E-01,6.4508E-01,4.6217E+02
913,6.2834E-01,5.8906E-01,4.2244E+02
914,6.2649E-01,5.8740E-01,4.2212E+02
915,6.7836E-01,6.3550E-01,4.5807E+02
916,5.7646E-01,5.4099E-01,3.9012E+02
917,7.3017E-01,6.8350E-01,4.9522E+02
918,5.9271E-01,5.5612E-01,4.0287E+02
919,7.3877E-01,6.9161E-01,5.0324E+02
920,7.4414E-01,6.9657E-01,5.0800E+02
921,7.8049E-01,7.3004E-01,5.3397E+02
922,7.0026E-01,6.5584E-01,4.8013E+02
923,7.4504E-01,6.9698E-01,5.1194E+02
924,7.2150E-01,6.7571E-01,4.9684E+02
925,7.1110E-01,6.6621E-01,4.9074E+02
926,7.0331E-01,6.5875E-01,4.8641E+02
927,7.8742E-01,7.3684E-01,5.4576E+02
928,5.8968E-01,5.5363E-01,4.0959E+02
929,5.5127E-01,5.1792E-01,3.8373E+02
930,4.3210E-01,4.0679E-01,3.0143E+02
931,4.0921E-01,3.8540E-01,2.8607E+02
932,3.0086E-01,2.8386E-01,2.1078E+02
933,2.4841E-01,2.3459E-01,1.7441E+02
934,1.4380E-01,1.3604E-01,1.0118E+02
935,2.5084E-01,2.3690E-01,1.7687E+02
936,1.6142E-01,1.5267E-01,1.1406E+02
937,1.6338E-01,1.5453E-01,1.1569E+02
938,2.0058E-01,1.8962E-01,1.4234E+02
939,3.9887E-01,3.7591E-01,2.8366E+02
940,4.7181E-01,4.4411E-01,3.3625E+02
941,3.7195E-01,3.5071E-01,2.6564E+02
942,4.0532E-01,3.8192E-01,2.9009E+02
943,2.7834E-01,2.6289E-01,1.9963E+02
944,2.8579E-01,2.6987E-01,2.0541E+02
945,3.6821E-01,3.4729E-01,2.6521E+02
946,1.9461E-01,1.8409E-01,1.4047E+02
947,3.7112E-01,3.5010E-01,2.6844E+02
948,2.7423E-01,2.5911E-01,1.9878E+02
949,4.9396E-01,4.6514E-01,3.5880E+02
950,1.4726E-01,1.3944E-01,1.0719E+02
951,4.8378E-01,4.5563E-01,3.5289E+02
952,2.6891E-01,2.5418E-01,1.9657E+02
953,3.4362E-01,3.2442E-01,2.5171E+02
954,4.2411E-01,3.9988E-01,3.1132E+02
955,3.4117E-01,3.2204E-01,2.5096E+02
956,3.2821E-01,3.0996E-01,2.4194E+02
957,2.7067E-01,2.5591E-01,1.9994E+02
958,4.6101E-01,4.3453E-01,3.4125E+02
959,3.7385E-01,3.5294E-01,2.7731E+02
960,4.2066E-01,3.9685E-01,3.1269E+02
961,4.6120E-01,4.3481E-01,3.4353E+02
962,4.4174E-01,4.1664E-01,3.2972E+02
963,5.0503E-01,4.7585E-01,3.7775E+02
964,4.5860E-01,4.3242E-01,3.4373E+02
965,5.0374E-01,4.7469E-01,3.7835E+02
966,5.0275E-01,4.7377E-01,3.7839E+02
967,5.0240E-01,4.7353E-01,3.7891E+02
968,6.5210E-01,6.1301E-01,4.9283E+02
969,6.8622E-01,6.4480E-01,5.1969E+02
970,6.3461E-01,5.9689E-01,4.8160E+02
971,7.1397E-01,6.7059E-01,5.4294E+02
972,6.8765E-01,6.4629E-01,5.2400E+02
973,6.0648E-01,5.7081E-01,4.6310E+02
974,5.7529E-01,5.4170E-01,4.4019E+02
975,5.8987E-01,5.5536E-01,4.5227E+02
976,5.7191E-01,5.3872E-01,4.3940E+02
977,6.3864E-01,6.0084E-01,4.9168E+02
978,6.1509E-01,5.7903E-01,4.7452E+02
979,6.3815E-01,6.0046E-01,4.9331E+02
980,6.0468E-01,5.6941E-01,4.6839E+02
981,7.1338E-01,6.7058E-01,5.5372E+02
982,6.9218E-01,6.5102E-01,5.3836E+02
983,6.6865E-01,6.2915E-01,5.2112E+02
984,7.3732E-01,6.9290E-01,5.7581E+02
985,6.8817E-01,6.4734E-01,5.3852E+02
986,7.5083E-01,7.0553E-01,5.8875E+02
987,7.3928E-01,6.9489E-01,5.8087E+02
988,7.3462E-01,6.9059E-01,5.7838E+02
989,7.4906E-01,7.0391E-01,5.9094E+02
990,7.3227E-01,6.8843E-01,5.7886E+02
991,7.5358E-01,7.0833E-01,5.9691E+02
992,7.5102E-01,7.0597E-01,5.9609E+02
993,7.3728E-01,6.9325E-01,5.8636E+02
994,7.5410E-01,7.0891E-01,6.0095E+02
995,7.5176E-01,7.0673E-01,6.0029E+02
996,7.4884E-01,7.0409E-01,5.9916E+02
997,7.3971E-01,6.9555E-01,5.9304E+02
998,7.3887E-01,6.9481E-01,5.9356E+02
999,7.3857E-01,6.9455E-01,5.9451E+02
1000,7.3532E-01,6.9159E-01,5.9308E+02
1001,7.4442E-01,7.0013E-01,6.0162E+02
1002,7.2805E-01,6.8498E-01,5.8956E+02
1003,7.3442E-01,6.9086E-01,5.9591E+02
1004,7.2336E-01,6.8056E-01,5.8811E+02
1005,6.8174E-01,6.4140E-01,5.5537E+02
1006,7.1252E-01,6.7047E-01,5.8160E+02
1007,7.2753E-01,6.8463E-01,5.9504E+02
1008,7.2685E-01,6.8407E-01,5.9566E+02
1009,7.1972E-01,6.7742E-01,5.9099E+02
1010,7.1914E-01,6.7695E-01,5.9168E+02
1011,7.2278E-01,6.8034E-01,5.9586E+02
1012,7.1877E-01,6.7667E-01,5.9372E+02
1013,7.1761E-01,6.7556E-01,5.9394E+02
1014,7.2068E-01,6.7848E-01,5.9766E+02
1015,7.0817E-01,6.6676E-01,5.8844E+02
1016,7.1129E-01,6.6976E-01,5.9220E+02
1017,7.0337E-01,6.6237E-01,5.8676E+02
1018,7.1422E-01,6.7263E-01,5.9698E+02
1019,6.8878E-01,6.4880E-01,5.7685E+02
1020,6.9896E-01,6.5839E-01,5.8652E+02
1021,7.0175E-01,6.6107E-01,5.9002E+02
1022,6.8970E-01,6.4980E-01,5.8103E+02
1023,6.9508E-01,6.5490E-01,5.8670E+02
1024,6.9058E-01,6.5077E-01,5.8405E+02
1025,6.9753E-01,6.5727E-01,5.9108E+02
1026,6.9636E-01,6.5625E-01,5.9124E+02
1027,6.9305E-01,6.5318E-01,5.8958E+02
1028,6.9385E-01,6.5398E-01,5.9141E+02
1029,6.8628E-01,6.4687E-01,5.8609E+02
1030,6.9055E-01,6.5092E-01,5.9089E+02
1031,6.8736E-01,6.4799E-01,5.8930E+02
1032,6.8787E-01,6.4852E-01,5.9088E+02
1033,6.7613E-01,6.3751E-01,5.8192E+02
1034,6.8015E-01,6.4136E-01,5.8652E+02
1035,6.8234E-01,6.4348E-01,5.8954E+02
1036,6.8202E-01,6.4323E-01,5.9041E+02
1037,6.7497E-01,6.3664E-01,5.8543E+02
1038,6.7172E-01,6.3361E-01,5.8374E+02
1039,6.7636E-01,6.3802E-01,5.8890E+02
1040,6.7170E-01,6.3366E-01,5.8597E+02
1041,6.7176E-01,6.3379E-01,5.8715E+02
1042,6.7200E-01,6.3406E-01,5.8849E+02
1043,6.6525E-01,6.2773E-01,5.8370E+02
1044,6.6833E-01,6.3067E-01,5.8752E+02
1045,6.6452E-01,6.2712E-01,5.8529E+02
1046,6.4714E-01,6.1078E-01,5.7108E+02
1047,6.5694E-01,6.2008E-01,5.8083E+02
1048,6.6274E-01,6.2559E-01,5.8708E+02
1049,6.5896E-01,6.2206E-01,5.8485E+02
1050,6.5463E-01,6.1802E-01,5.8211E+02
1051,6.5521E-01,6.1862E-01,5.8374E+02
1052,6.5118E-01,6.1487E-01,5.8125E+02
1053,6.4919E-01,6.1302E-01,5.8058E+02
1054,6.4646E-01,6.1048E-01,5.7924E+02
1055,6.4847E-01,6.1242E-01,5.8214E+02
1056,6.4641E-01,6.1055E-01,5.8139E+02
1057,6.4482E-01,6.0910E-01,5.8106E+02
1058,6.3818E-01,6.0286E-01,5.7617E+02
1059,6.1875E-01,5.8453E-01,5.5968E+02
1060,6.3585E-01,6.0073E-01,5.7624E+02
1061,6.2121E-01,5.8694E-01,5.6403E+02
1062,6.3266E-01,5.9782E-01,5.7551E+02
1063,6.2239E-01,5.8815E-01,5.6723E+02
1064,6.3196E-01,5.9722E-01,5.7704E+02
1065,6.2913E-01,5.9461E-01,5.7554E+02
1066,6.1713E-01,5.8330E-01,5.6562E+02
1067,6.2032E-01,5.8637E-01,5.6961E+02
1068,6.1944E-01,5.8561E-01,5.6987E+02
1069,5.8626E-01,5.5428E-01,5.4036E+02
1070,6.0469E-01,5.7178E-01,5.5839E+02
1071,6.1661E-01,5.8304E-01,5.7046E+02
1072,6.1536E-01,5.8194E-01,5.7036E+02
1073,6.0363E-01,5.7086E-01,5.6054E+02
1074,6.2158E-01,5.8780E-01,5.7828E+02
1075,5.9252E-01,5.6054E-01,5.5227E+02
1076,6.1471E-01,5.8141E-01,5.7402E+02
1077,6.0434E-01,5.7175E-01,5.6539E+02
1078,6.0321E-01,5.7076E-01,5.6538E+02
1079,6.0474E-01,5.7210E-01,5.6787E+02
1080,5.9722E-01,5.6519E-01,5.6184E+02
1081,5.8083E-01,5.4973E-01,5.4744E+02
1082,5.8940E-01,5.5773E-01,5.5654E+02
1083,5.9814E-01,5.6603E-01,5.6584E+02
1084,5.7852E-01,5.4775E-01,5.4829E+02
1085,5.9330E-01,5.6163E-01,5.6334E+02
1086,5.5410E-01,5.2496E-01,5.2709E+02
1087,5.6697E-01,5.3685E-01,5.4032E+02
1088,5.9317E-01,5.6159E-01,5.6633E+02
1089,5.7919E-01,5.4856E-01,5.5400E+02
1090,5.5573E-01,5.2656E-01,5.3254E+02
1091,5.8835E-01,5.5722E-01,5.6483E+02
1092,5.8124E-01,5.5048E-01,5.5903E+02
1093,5.1058E-01,4.8417E-01,4.9197E+02
1094,5.3965E-01,5.1120E-01,5.2093E+02
1095,5.2067E-01,4.9363E-01,5.0353E+02
1096,5.0323E-01,4.7731E-01,4.8755E+02
1097,5.7852E-01,5.4805E-01,5.6152E+02
1098,5.0291E-01,4.7709E-01,4.8902E+02
1099,5.0772E-01,4.8161E-01,4.9460E+02
1100,4.8577E-01,4.6113E-01,4.7408E+02
1101,4.9696E-01,4.7169E-01,4.8588E+02
1102,4.6883E-01,4.4513E-01,4.5921E+02
1103,4.6637E-01,4.4291E-01,4.5763E+02
1104,4.6765E-01,4.4412E-01,4.5972E+02
1105,5.0644E-01,4.8065E-01,4.9875E+02
1106,3.9792E-01,3.7840E-01,3.9259E+02
1107,4.8304E-01,4.5866E-01,4.7743E+02
1108,4.1565E-01,3.9517E-01,4.1157E+02
1109,4.1278E-01,3.9249E-01,4.0946E+02
1110,4.7899E-01,4.5496E-01,4.7600E+02
1111,3.3154E-01,3.1572E-01,3.3006E+02
1112,4.1357E-01,3.9330E-01,4.1247E+02
1113,2.6850E-01,2.5599E-01,2.6827E+02
1114,2.9985E-01,2.8576E-01,3.0013E+02
1115,2.4987E-01,2.3833E-01,2.5055E+02
1116,2.0136E-01,1.9223E-01,2.0227E+02
1117,7.9618E-02,7.6164E-02,8.0122E+01
1118,2.1753E-01,2.0763E-01,2.1930E+02
1119,1.1317E-01,1.0821E-01,1.1429E+02
1120,1.4189E-01,1.3562E-01,1.4356E+02
1121,1.8586E-01,1.7753E-01,1.8838E+02
1122,8.1686E-02,7.8159E-02,8.2941E+01
1123,1.2817E-01,1.2255E-01,1.3037E+02
1124,1.0870E-01,1.0397E-01,1.1076E+02
1125,1.4428E-01,1.3794E-01,1.4728E+02
1126,5.1589E-02,4.9394E-02,5.2755E+01
1127,1.5725E-01,1.5032E-01,1.6109E+02
1128,9.9224E-02,9.4946E-02,1.0183E+02
1129,1.0591E-01,1.0133E-01,1.0888E+02
1130,7.0574E-02,6.7568E-02,7.2683E+01
1131,2.9560E-01,2.8201E-01,3.0497E+02
1132,2.3411E-01,2.2359E-01,2.4196E+02
1133,1.5331E-01,1.4661E-01,1.5873E+02
1134,4.1740E-02,3.9988E-02,4.3292E+01
1135,1.5462E-02,1.4819E-02,1.6065E+01
1136,1.2876E-01,1.2320E-01,1.3402E+02
1137,2.8785E-01,2.7472E-01,3.0014E+02
1138,2.0329E-01,1.9428E-01,2.1234E+02
1139,2.9850E-01,2.8484E-01,3.1234E+02
1140,2.5599E-01,2.4447E-01,2.6833E+02
1141,1.9337E-01,1.8486E-01,2.0305E+02
1142,2.2479E-01,2.1481E-01,2.3645E+02
1143,3.1183E-01,2.9758E-01,3.2858E+02
1144,1.1326E-01,1.0843E-01,1.1955E+02
1145,1.4604E-01,1.3976E-01,1.5442E+02
1146,1.5764E-01,1.5085E-01,1.6698E+02
1147,5.9176E-02,5.6715E-02,6.2792E+01
1148,2.7113E-01,2.5898E-01,2.8820E+02
1149,2.1854E-01,2.0894E-01,2.3270E+02
1150,1.2164E-01,1.1648E-01,1.2975E+02
1151,2.0340E-01,1.9453E-01,2.1734E+02
1152,2.4762E-01,2.3666E-01,2.6505E+02
1153,2.3812E-01,2.2762E-01,2.5532E+02
1154,1.4248E-01,1.3643E-01,1.5304E+02
1155,3.1316E-01,2.9903E-01,3.3695E+02
1156,2.8090E-01,2.6837E-01,3.0276E+02
1157,3.1458E-01,3.0040E-01,3.3965E+02
1158,3.1171E-01,2.9770E-01,3.3713E+02
1159,3.3693E-01,3.2163E-01,3.6504E+02
1160,2.8648E-01,2.7371E-01,3.1092E+02
1161,3.4753E-01,3.3167E-01,3.7782E+02
1162,3.5002E-01,3.3412E-01,3.8119E+02
1163,4.6857E-01,4.4644E-01,5.1117E+02
1164,4.0188E-01,3.8332E-01,4.3917E+02
1165,3.8860E-01,3.7080E-01,4.2539E+02
1166,3.7494E-01,3.5781E-01,4.1114E+02
1167,4.0996E-01,3.9105E-01,4.5032E+02
1168,4.1954E-01,4.0018E-01,4.6163E+02
1169,4.2310E-01,4.0348E-01,4.6634E+02
1170,4.5873E-01,4.3731E-01,5.0648E+02
1171,4.4831E-01,4.2750E-01,4.9582E+02
1172,4.5483E-01,4.3370E-01,5.0389E+02
1173,4.5642E-01,4.3522E-01,5.0652E+02
1174,3.3692E-01,3.2193E-01,3.7454E+02
1175,4.5240E-01,4.3142E-01,5.0377E+02
1176,4.7679E-01,4.5447E-01,5.3183E+02
1177,4.7235E-01,4.5040E-01,5.2778E+02
1178,3.6000E-01,3.4391E-01,4.0293E+02
1179,4.8371E-01,4.6114E-01,5.4231E+02
1180,4.4069E-01,4.2052E-01,4.9492E+02
1181,4.5514E-01,4.3423E-01,5.1201E+02
1182,3.2318E-01,3.0903E-01,3.6418E+02
1183,4.3870E-01,4.1853E-01,4.9519E+02
1184,4.1985E-01,4.0083E-01,4.7471E+02
1185,4.0741E-01,3.8908E-01,4.6143E+02
1186,4.7715E-01,4.5518E-01,5.4132E+02
1187,4.5575E-01,4.3494E-01,5.1792E+02
1188,3.3504E-01,3.2039E-01,3.8138E+02
1189,4.1569E-01,3.9685E-01,4.7399E+02
1190,4.6239E-01,4.4124E-01,5.2812E+02
1191,4.4660E-01,4.2638E-01,5.1095E+02
1192,4.7336E-01,4.5171E-01,5.4247E+02
1193,4.5434E-01,4.3370E-01,5.2155E+02
1194,4.6890E-01,4.4751E-01,5.3917E+02
1195,4.4696E-01,4.2671E-01,5.1480E+02
1196,4.3131E-01,4.1188E-01,4.9761E+02
1197,4.7715E-01,4.5527E-01,5.5141E+02
1198,4.3392E-01,4.1426E-01,5.0229E+02
1199,3.6489E-01,3.4869E-01,4.2309E+02
1200,4.4825E-01,4.2789E-01,5.2061E+02
1201,4.3708E-01,4.1735E-01,5.0849E+02
1202,4.3717E-01,4.1743E-01,5.0944E+02
1203,4.3409E-01,4.1441E-01,5.0669E+02
1204,3.6247E-01,3.4645E-01,4.2380E+02
1205,4.3692E-01,4.1714E-01,5.1169E+02
1206,4.8086E-01,4.5872E-01,5.6409E+02
1207,4.2986E-01,4.1044E-01,5.0510E+02
1208,4.3346E-01,4.1379E-01,5.1017E+02
1209,4.1428E-01,3.9548E-01,4.8841E+02
1210,4.5336E-01,4.3267E-01,5.3536E+02
1211,4.2232E-01,4.0319E-01,4.9953E+02
1212,4.2489E-01,4.0572E-01,5.0340E+02
